associatedReferences,scientificName,road_length,survey_days,country,Roadkill_rate_ind_km_y,decimalLatitude,decimalLongitude,iucnStatus,rate_category,species,name_change,Split_species,Order.x,status,IslandEndemic,Volancy,Mass,HWI,Habitat.x,Trophic.Level,Trophic.Niche,LAT,New_Data_Notes,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,Genus.x,Species.x,Family.x,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat.y,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity,SpeciesID,Order.y,Family.y,Genus.y,Species.y,Taxonomic_Comments,Extinct_full,Extinct_partial,Marine_full,Marine_partial,Migr_dir_full,Migr_dir_partial,Migr_dir_local,Migr_disp_full,Migr_disp_partial,Migr_disp_local,Migr_altitudinal,Irruptive,Nomad_full,Nomad_partial,Nomad_local,Resid_full,Resid_partial,Unknown,Uncertain,Migratory_status_Comments,Triplechecked,Migratory_status,Migratory_status_2,Migratory_status_3
Abd Nasir and Zakaria (2024),Amaurornis phoenicurus,60,64,Malaysia,0.190104167,2.748726,102.247852,LC,High,Amaurornis phoenicurus,0,NA,Gruiformes,LC,No,Volant,180,23.2,Wetland,Carnivore,Aquatic predator,19.12,,37.1,18.6,4.4,8.8,50.8,147,33.7,111.5,57.6,Amaurornis,phoenicurus,Rallidae,LC,0,16.1017683835967,5.19295685089021,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Wetland,No,1.87180217690159,1.36287107317628,5.61203261604663,1390,GRUIFORMES,Rallidae,Amaurornis,phoenicurus,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"resident throughout most of range but N popltns migratory, extent of migration and seasonality of occurrence not clear, currently expanding range N",1,directional migratory,partial directional migrant,partial directional migrant
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Accipiter bicolor,80.27,151,Colombia,0.030113598,11.019911,-74.213309,LC,Medium,Accipiter bicolor,0,NA,Accipitriformes,LC,No,Volant,287.5,24.6,Woodland,Carnivore,Vertivore,-10.1,,25,13.7,8.6,12.7,58.1,229.6,56.6,174.8,186.3,Accipiter,bicolor,Accipitridae,LC,0,16.4286057768387,5.66136198099445,Vertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147180559945,1.05096912500736,3.02042488614436,1081,ACCIPITRIFORMES,Accipitridae,Accipiter,bicolor,in HBW includes chilensis,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"has been claimed to be sedentary, nomadic or migratory but not supported by data, thought to perform altitud migration in the Andes, confusion with chilensis possible",1,resident,full resident,full resident
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Ardea alba,80.27,151,Colombia,0.060227197,11.019911,-74.213309,LC,Medium,Ardea alba,0,NA,Pelecaniformes,LC,No,Volant,871.3,32.1,Wetland,Carnivore,Aquatic predator,10.02,,126.3,90.4,12,18.1,141.6,378.8,120.7,257.2,140.5,Casmerodius,albus,Ardeidae,LC,0,17.8491877506854,6.77002077995403,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,none,Wetland,No,1.31698256122966,1.16467420192303,3.80220813942094,839,PELECANIFORMES,Ardeidae,Ardea,alba,includes previously separate Ardea_modesta; in HBW Egretta_alba and includes race modesta,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,"N popltns partially migratory with some dispersive movements, tropical populations generally sedentary, dispersive on a large scale wih possible regular migratory movements and sometimes irruptive in Australia, extensive post-breeding dispersal",1,directional migratory,partial directional migrant,partial directional migrant
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Bubulcus ibis,80.27,151,Colombia,0.060227197,11.019911,-74.213309,LC,Medium,Bubulcus ibis,0,NA,Pelecaniformes,LC,No,Volant,366,29.9,Human Modified,Carnivore,Omnivore,5.1,,63.3,43.5,8.6,11.5,76.8,244.4,73,171.2,90.9,Bubulcus,ibis,Ardeidae,LC,0,17.7012813518095,5.90249671204724,Generalist,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,none,Terrestrial,No,1.50407739677627,1.19802754953329,3.56671182013973,827,PELECANIFORMES,Ardeidae,Bubulcus,ibis,in HBW Bubulcus_ibis includes race coromandus,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,"partially migratory in most of range, tropical popltns generally sedentary, with extensive post-breeding dispersal and far-reaching dispersive movements in search of favourable feeding conditions, some popltns migratory or nomadic moving with rains; has expanded range naturally in 20th century to include Americas",1,directional migratory,partial directional migrant,partial directional migrant
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Buteogallus meridionalis,80.27,151,Colombia,0.030113598,11.019911,-74.213309,LC,Medium,Buteogallus meridionalis,0,NA,Accipitriformes,LC,No,Volant,808,31.1,Grassland,Carnivore,Vertivore,-12.06,,36,24.2,11.6,18.1,93.4,416.4,130.9,287.4,217.4,Buteogallus,meridionalis,Accipitridae,LC,0,16.1604303471682,6.69454968220689,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,1.1246826503807,3.28840188751681,1111,ACCIPITRIFORMES,Accipitridae,Buteogallus,meridionalis,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"resident over most of range, apparently migratory in S, transition from migratory to resident popltns in S undocumented",1,directional migratory,partial directional migrant,partial directional migrant
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Butorides striata,80.27,151,Colombia,0.060227197,11.019911,-74.213309,LC,Medium,Butorides striata,0,NA,Pelecaniformes,LC,No,Volant,201.5,29.8,Wetland,Carnivore,Aquatic predator,7.56,,69.2,51.8,9.1,11.2,49.7,175.9,53.2,125.5,63.6,Butorides,striata,Ardeidae,LC,0,17.6713025786512,5.30578938138674,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Wetland,No,1.50407739677627,1.17250701852345,4.52396013056255,820,PELECANIFORMES,Ardeidae,Butorides,striata,in HBW Butorides_striatus includes races sundevalli and virescens,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,"most races sedentary, N popltns migratory, some with post-breeding dispersal or local or erratic movements, sometimes leading to irruptions",1,directional migratory,partial directional migrant,partial directional migrant
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Cairina moschata,80.27,151,Colombia,0.030113598,11.019911,-74.213309,LC,Medium,Cairina moschata,0,NA,Anseriformes,LC,No,Volant,2415.8,35.2,Wetland,Omnivore,Omnivore,-6.9,,65.9,38.7,22.6,15.7,56.2,345,124,226.8,160.2,Cairina,moschata,Anatidae,LC,0,16.4679229038852,7.78977749530588,AquaticAnimals,GroundForaging,Sedentary,NonCooperative,Cavity,none,Wetland,No,2.4423470353692,1.06778997237244,3.10906095886099,426,ANSERIFORMES,Anatidae,Cairina,moschata,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"mainly sedentary, subject to local movements linked with water availability during dry season, with occasional appearances outside normal breeding range",1,resident,full resident,full resident
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Cathartes aura,80.27,151,Colombia,0.090340795,11.019911,-74.213309,LC,High,Cathartes aura,0,NA,Cathartiformes,LC,No,Volant,1518.2,26.9,Human Modified,Scavenger,Scavenger,6.76,,51.5,27.6,14.3,17.2,54,508.5,135.6,369,244,Cathartes,aura,Cathartidae,LC,0,17.1551615597882,7.32530704822545,Ca,GroundForaging,PartiallyMigratory,NonCooperative,Cavity,none,Terrestrial,No,0.693147180559945,1.26367398575231,3.38439026334577,926,ACCIPITRIFORMES,Cathartidae,Cathartes,aura,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"N popltns almost wholly migratory, mainly resident in S, somewhat nomadic in extreme S with some moving variable distance N after breeding",1,directional migratory,partial directional migrant,partial directional migrant
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Coccyzus americanus,80.27,151,Colombia,0.060227197,11.019911,-74.213309,LC,Medium,Coccyzus americanus,0,NA,Cuculiformes,LC,No,Volant,64,43,Forest,Carnivore,Invertivore,36.04,,29.2,20,7,8.2,24.5,143.4,62.4,82.6,146.3,Coccyzus,americanus,Cuculidae,LC,0,15.4775868397668,4.15888308335967,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.38629436111989,1.62073597705263,3.9963641538619,2701,CUCULIFORMES,Cuculidae,Coccyzus,americanus,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Columba livia,80.27,151,Colombia,0.030113598,11.019911,-74.213309,LC,Medium,Columba livia,0,NA,Columbiformes,LC,No,Volant,354.2,45.1,Human Modified,Herbivore,Granivore,33.52,,23.2,12.1,4.3,5,26.5,219.6,98.8,120.4,105.5,Columba,livia,Columbidae,LC,0,16.6721248859826,5.86986172534873,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147180559945,1.2981640707689,4.66908351173174,1874,COLUMBIFORMES,Columbidae,Columba,livia,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"natural popltns resident, may make local movements in seasonally arid areas",1,resident,full resident,full resident
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Crotophaga ani,80.27,151,Colombia,0.030113598,11.019911,-74.213309,LC,Medium,Crotophaga ani,0,NA,Cuculiformes,LC,No,Volant,110.1,24.8,Human Modified,Carnivore,Omnivore,-8.83,,30.6,18.4,9.9,21.1,35.8,144,35.5,107.3,180.6,Crotophaga,ani,Cuculidae,LC,0,16.4629183820924,4.70129821308231,Generalist,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,0.93458392492148,1.0799029488658,3.16547504814109,2623,CUCULIFORMES,Cuculidae,Crotophaga,ani,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"resident or locally nomadic, with post-breeding dispersive movements out of breeding range but these are not mapped",1,resident,partial resident,partial resident
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Egretta tricolor,80.27,151,Colombia,0.030113598,11.019911,-74.213309,LC,Medium,Egretta tricolor,0,NA,Pelecaniformes,LC,No,Volant,372.3,35.5,Coastal,Carnivore,Aquatic predator,18.58,,102.7,83.7,9.6,13,96.8,248.8,87.4,158.9,94.5,Egretta,tricolor,Ardeidae,LC,0,14.1293846549117,5.91969998087867,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,none,Coastal,No,1.25276296849537,1.63177982311918,4.78331637137157,848,PELECANIFORMES,Ardeidae,Egretta,tricolor,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"N popltns generally migratory with regular N-S movements described, S ones sedentary, post-breeding dispersal less marked",1,directional migratory,partial directional migrant,partial directional migrant
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Megaceryle alcyon,80.27,151,Colombia,0.030113598,11.019911,-74.213309,LC,Medium,Megaceryle alcyon,0,NA,Coraciiformes,LC,No,Volant,148,33.6,Riverine,Carnivore,Aquatic predator,50.37,,58.6,44.8,9.5,13.4,12.5,158.8,53.2,105,94.3,Megaceryle,alcyon,Alcedinidae,LC,0,16.4543234362752,4.99721227376411,AquaticAnimals,AerialSallying,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,1.87180217690159,1.26118887247656,2.84490938381941,3739,CORACIIFORMES,Alcedinidae,Megaceryle,alcyon,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"partial migrant in most of range, fully migratory in N",1,directional migratory,partial directional migrant,partial directional migrant
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Protonotaria citrea,80.27,151,Colombia,0.361363181,11.019911,-74.213309,LC,High,Protonotaria citrea,0,NA,Passeriformes,LC,No,Volant,14.3,30,Forest,Carnivore,Invertivore,36.53,,17.1,10.8,3.8,3.9,18.3,68.9,20.9,48.9,42.7,Protonotaria,citrea,Parulidae,LC,0,14.5917557892644,2.66025953726586,Invertebrates,ArborealGleaning,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.6094379124341,1.73827183891002,4.12713438504509,9756,PASSERIFORMES,Parulidae,Protonotaria,citrea,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Pteroglossus torquatus,80.27,151,Colombia,0.030113598,11.019911,-74.213309,LC,Medium,Pteroglossus torquatus,0,NA,Piciformes,LC,No,Volant,219.1,15.7,Forest,Herbivore,Frugivore,13.37,,104,89.4,22.9,29.2,34.4,146.9,23.1,123.7,150.5,Pteroglossus,torquatus,Ramphastidae,LC,0,13.8178599958723,5.38939131344741,Fruit,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,1.25276296849537,1.22610343684262,4.11087386417331,3954,PICIFORMES,Ramphastidae,Pteroglossus,torquatus,in HBW includes sanguineus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"largely sedentary, with only local movements",1,resident,full resident,full resident
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Rupornis magnirostris,80.27,151,Colombia,0.030113598,11.019911,-74.213309,LC,Medium,Rupornis magnirostris,0,NA,Accipitriformes,LC,No,Volant,269,28,Forest,Carnivore,Vertivore,-8.51,,26.4,17.4,10.4,13.4,61.5,220.9,64.9,164.6,159.1,Buteo,magnirostris,Accipitridae,LC,0,16.5264130008881,5.59471137960184,Vertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108108164,1.07187337372826,3.16124671203156,1118,ACCIPITRIFORMES,Accipitridae,Buteo,magnirostris,now Rupornis_magnirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Saltator coerulescens,80.27,151,Colombia,0.030113598,11.019911,-74.213309,LC,Medium,Saltator coerulescens,0,NA,Passeriformes,LC,No,Volant,54.9,14.5,Human Modified,Herbivore,Omnivore,-12.12,,22.3,13.9,8.8,11,26.8,100.7,14.6,86.2,95.5,Saltator,coerulescens,Thraupidae,LC,0,16.1312632957516,4.00551334851548,Generalist,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,0.916290731874155,0.979370361335559,2.61006979274201,10576,PASSERIFORMES,Cardinalidae,Saltator,coerulescens,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,apparently sedentary,0,resident,full resident,full resident
Adarraga-Caballero_&_Gutierrez-Moreno_2019,Troglodytes aedon,80.27,151,Colombia,0.060227197,11.019911,-74.213309,LC,Medium,Troglodytes aedon,0,NA,Passeriformes,LC,No,Volant,10.9,12.9,Shrubland,Carnivore,Invertivore,4.96,,15.9,9.8,3,3.1,20.1,51.4,6.7,44.9,41.1,Troglodytes,aedon,Troglodytidae,LC,0,15.8074876973267,2.38416507998647,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.79175946922805,1.45404176390728,3.66356164612965,8205,PASSERIFORMES,Troglodytidae,Troglodytes,aedon,"includes brunneicollis, musculus, beani",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"migratory in N, sedentary popltns in subtropics and tropics, migratory in extreme S of range but non-breeding range there imperfectly known, also possibly minor altitud movements",1,directional migratory,partial directional migrant,partial directional migrant
Aguilar_et_al_2019,Anairetes parulus,15,366,Ecuador,0.132969035,-2.784278,-79.222579,LC,High,Anairetes parulus,0,NA,Passeriformes,LC,No,Volant,6.2,14.3,Shrubland,Carnivore,Invertivore,-35.59,,11.7,5.8,2.4,2.1,18.5,49.1,7,42.1,51,Anairetes,parulus,Tyrannidae,LC,0,14.7857032806168,1.82454929205105,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290731874155,0.965783570635203,2.72129542785223,5080,PASSERIFORMES,Tyrannidae,Anairetes,parulus,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,S popltn migrate N after breeding,1,directional migratory,partial directional migrant,partial directional migrant
Aguilar_et_al_2019,Catamenia inornata,15,366,Ecuador,0.066484517,-2.784278,-79.222579,LC,High,Catamenia inornata,0,NA,Passeriformes,LC,No,Volant,13.4,17,Shrubland,Herbivore,Granivore,-15.76,,10.1,6.5,4.6,6.9,22.7,70.7,12.8,62.7,61,Catamenia,inornata,Thraupidae,LC,0,13.5942434949441,2.59525470695687,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.914402157186287,1.08188261427567,3.68386691229039,10483,PASSERIFORMES,Thraupidae,Catamenia,inornata,in HBW in family Emberizidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"apparently resident, some nomadic movements in N depending on seed crops",1,resident,full resident,full resident
Aguilar_et_al_2019,Cistothorus platensis,15,366,Ecuador,0.066484517,-2.784278,-79.222579,LC,High,Cistothorus platensis,0,NA,Passeriformes,LC,No,Volant,9,13.4,Grassland,Carnivore,Invertivore,-28.36,,14.9,7.7,2.3,2.9,20.3,45.7,6.1,39.6,47.2,Cistothorus,platensis,Troglodytidae,LC,0,15.7088362486113,2.20165917440409,Invertebrates,ArborealGleaning,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,1.94591014905531,1.33538588056513,3.65325227647079,8168,PASSERIFORMES,Troglodytidae,Cistothorus,platensis,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"highly migratory in N and nomadic in non-breeding range, apparently sedentary in S",1,directional migratory,partial directional migrant,partial directional migrant
Aguilar_et_al_2019,Diglossa humeralis,15,366,Ecuador,0.132969035,-2.784278,-79.222579,LC,High,Diglossa humeralis,0,NA,Passeriformes,LC,No,Volant,13.1,16.9,Shrubland,Herbivore,Nectarivore,1.94,,13.9,8.1,2.3,4.4,22.4,67.4,11.7,57.6,59.2,Diglossa,humeralis,Thraupidae,LC,0,11.9539076413264,2.57566101305646,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147180559945,1.23813204936937,4.16355963124357,10354,PASSERIFORMES,Thraupidae,Diglossa,humeralis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"not well documented, highly territorial, seasonal movements (resource availability) may be mostly local",1,resident,full resident,full resident
Aguilar_et_al_2019,Eriocnemis luciani,15,366,Ecuador,0.066484517,-2.784278,-79.222579,LC,High,Eriocnemis luciani,0,NA,Caprimulgiformes,LC,No,Volant,6,61.5,Forest,Herbivore,Nectarivore,-0.78,,25.5,20,2,1.9,6.7,71.5,44,27.5,58,Eriocnemis,luciani,Trochilidae,LC,0,10.5442250262783,1.79175946922805,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147180559945,1.57220908878611,4.94378298710842,3494,APODIFORMES,Trochilidae,Eriocnemis,luciani,includes sapphiropygia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,sedentary but vertical movements likely,1,resident,full resident,full resident
Aguilar_et_al_2019,Grallaria quitensis,15,366,Ecuador,0.199453552,-2.784278,-79.222579,LC,High,Grallaria quitensis,0,NA,Passeriformes,LC,No,Volant,65.7,7.7,Shrubland,Carnivore,Invertivore,0.02,,26,15.1,6.5,7.8,47.8,95.9,7.4,88.8,56,Grallaria,quitensis,Grallariidae,LC,0,11.6726230181262,4.18509892549057,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.622529613345992,1.39065019346397,4.83150862819882,4926,PASSERIFORMES,Grallariidae,Grallaria,quitensis,in HBW put in family Formicariidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,presumably sedentary,0,resident,full resident,full resident
Aguilar_et_al_2019,Leptasthenura andicola,15,366,Ecuador,0.199453552,-2.784278,-79.222579,LC,High,Leptasthenura andicola,0,NA,Passeriformes,LC,No,Volant,15.5,18.5,Shrubland,Carnivore,Invertivore,-6.58,,11.4,6.7,2.4,3.2,19.8,71.8,13.3,58.5,92.2,Leptasthenura,andicola,Furnariidae,LC,0,12.5957975236213,2.74019465442878,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147180559945,1.18920711500272,4.28771595520264,4412,PASSERIFORMES,Furnariidae,Leptasthenura,andicola,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Aguilar_et_al_2019,Metallura baroni,15,366,Ecuador,0.132969035,-2.784278,-79.222579,EN,High,Metallura baroni,0,NA,Caprimulgiformes,EN,No,Volant,4.3,60.3,Forest,Herbivore,Nectarivore,-2.88,,16.8,12.1,1.7,1.4,6,57.1,34.4,22.7,37.7,Metallura,baroni,Trochilidae,EN,1,7.91040717650434,1.45861502269952,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147180559945,0.823549026052807,2.99071973173045,3516,APODIFORMES,Trochilidae,Metallura,baroni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumably sedentary",0,resident,full resident,full resident
Aguilar_et_al_2019,Ochthoeca fumicolor,15,366,Ecuador,0.066484517,-2.784278,-79.222579,LC,High,Ochthoeca fumicolor,0,NA,Passeriformes,LC,No,Volant,16.6,19,Grassland,Carnivore,Invertivore,-3.7,,15.3,8.3,3.9,3.6,23.9,82.7,15.7,67,74.7,Ochthoeca,fumicolor,Tyrannidae,LC,0,12.4607927678459,2.8094026953625,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.998894260409365,1.23149303238399,4.45085282560373,5358,PASSERIFORMES,Tyrannidae,Ochthoeca,fumicolor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,seasonal altitud movement suspected,1,resident,full resident,full resident
Aguilar_et_al_2019,Oreotrochilus chimborazo,15,366,Ecuador,0.066484517,-2.784278,-79.222579,LC,High,Oreotrochilus chimborazo,0,NA,Caprimulgiformes,LC,No,Volant,8.2,58.6,Grassland,Herbivore,Nectarivore,-0.9,,24.4,18.6,2.6,2.2,7.3,73.8,42.8,30.2,49.4,Oreotrochilus,chimborazo,Trochilidae,LC,0,10.5158150569941,2.10413415427021,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147180559945,1.49758677518219,4.7397010789457,3458,APODIFORMES,Trochilidae,Oreotrochilus,chimborazo,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,some altitudinal movements have been observed,1,resident,full resident,full resident
Aguilar_et_al_2019,Scytalopus latrans,15,366,Ecuador,0.199453552,-2.784278,-79.222579,LC,High,Scytalopus latrans,0,NA,Passeriformes,LC,No,Volant,17.6,12.2,Forest,Carnivore,Invertivore,1.87,,14.4,6.6,2.7,3.2,21.4,55.9,6.9,50.4,40.1,Scytalopus,latrans,Rhinocryptidae,LC,0,12.2663094274406,2.86903462050803,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.72054615474806,1.26737438841918,4.52070102936164,5013,PASSERIFORMES,Rhinocryptidae,Scytalopus,latrans,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably sedentary,0,resident,full resident,full resident
Aguilar_et_al_2019,Spinus magellanicus,15,366,Ecuador,0.066484517,-2.784278,-79.222579,LC,High,Spinus magellanicus,0,NA,Passeriformes,LC,No,Volant,13.6,27.2,Shrubland,Herbivore,Granivore,-21.61,,12,8.8,4.6,6.5,13.9,69.5,18.5,49.9,44.4,Carduelis,magellanica,Fringillidae,LC,0,15.620096860507,2.61006979274201,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.35177685623718,1.14520203669938,3.32143241319329,9628,PASSERIFORMES,Fringillidae,Carduelis,magellanica,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"resident and nomadic, wanders at random throughout range when not breeding",1,resident,partial resident,partial resident
Aguilar_et_al_2019,Turdus fuscater,15,366,Ecuador,0.132969035,-2.784278,-79.222579,LC,High,Turdus fuscater,0,NA,Passeriformes,LC,No,Volant,143,19,Forest,Omnivore,Invertivore,-3.16,,30.3,17,6.9,8.2,43.6,151.3,28.8,122.7,143,Catharus,fuscater,Turdidae,LC,0,12.469538226403,3.51749783735832,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147180559945,0.984650177211819,3.40452517175483,8515,PASSERIFORMES,Turdidae,Catharus,fuscater,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Aguilar_et_al_2019,Tyto alba,15,366,Ecuador,0.066484517,-2.784278,-79.222579,LC,High,Tyto alba,0,NA,Strigiformes,LC,No,Volant,403.3,39.7,Human Modified,Carnivore,Vertivore,3.24,,32,17.7,8.5,13.1,59.6,280.2,111.5,168.7,118.3,Tyto,alba,Tytonidae,LC,0,17.9477739846998,5.99973029152501,Vertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.38629436111989,1.2459604606993,4.10098910494077,2781,STRIGIFORMES,Tytonidae,Tyto,deroepstorffi,in HBW deroepstorffi is race of Tyto_alba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,sedentary (text on alba in HBW),1,resident,full resident,full resident
Aguilar_et_al_2019,Xenodacnis parina,15,366,Ecuador,0.265938069,-2.784278,-79.222579,LC,High,Xenodacnis parina,0,NA,Passeriformes,LC,No,Volant,11.5,16,Forest,Omnivore,Invertivore,-13.27,,13.1,4.9,2.7,3.4,20.9,60.2,9.7,50.6,52.8,Xenodacnis,parina,Thraupidae,LC,0,11.6058518968126,2.4423470353692,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.914402157186287,0.945741609003176,3.52046080248897,10335,PASSERIFORMES,Thraupidae,Xenodacnis,parina,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Aguilar_et_al_2019,Zonotrichia capensis,15,366,Ecuador,0.066484517,-2.784278,-79.222579,LC,High,Zonotrichia capensis,0,NA,Passeriformes,LC,No,Volant,20.3,16.8,Shrubland,Herbivore,Omnivore,-19.35,,13.6,8.7,5.3,6.5,23.8,63.9,11.4,56.8,59.4,Zonotrichia,capensis,Passerellidae,LC,0,16.3563474162679,3.01111337559229,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.09861228866811,1.08580965747002,3.2188758248682,10026,PASSERIFORMES,Emberizidae,Zonotrichia,capensis,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"mostly resident, migratory in S of range with exact location of non-breeding quarters unknown, and presumably mountain popltns in S of range descend to lower elevations in winter",1,directional migratory,partial directional migrant,partial directional migrant
